MovieId,Genres
83773,"comedy , drama"
83829,music
84768,"music , tv movie , documentary"
86493,drama
87061,"drama , fantasy"
91246,
92435,drama
92641,drama
94431,
94657,
95541,"drama , documentary"
95750,drama
96479,"drama , horror , mystery"
96651,documentary
113472,music
113545,
114335,fantasy
114587,"fantasy , comedy"
114723,"mystery , fantasy"
114725,documentary
114877,"documentary , war"
115004,
115006,drama
115419,documentary
115441,
115529,
115602,documentary
115893,"drama , romance"
116046,"family , drama"
116054,drama
116098,drama
116100,comedy
116126,drama
116237,western
116287,"crime , drama"
116347,"action , drama"
116425,drama
116479,"documentary , music"
116531,music
116704,action
116917,
116923,drama
116949,drama
116955,drama
117316,music
117722,"history , war , drama"
117845,
117847,drama
117865,thriller
118292,drama
118340,documentary
118448,fantasy
118692,action
118728,
118878,
119878,"drama , romance , tv movie , history"
120299,drama
120612,music
121581,drama
121590,
121867,music
122001,music
122482,horror
122557,"family , drama"
122571,"drama , tv movie"
122573,"tv movie , drama"
122589,"music , drama , romance"
122605,"music , romance"
122637,"comedy , western"
122675,"romance , drama"
122679,comedy
122687,"adventure , science fiction"
122711,drama
122811,drama
122825,music
122944,mystery
122988,comedy
123010,"comedy , drama"
123038,drama
123044,war
123052,drama
123061,action
123071,"war , romance"
123095,"western , action , horror"
123117,"comedy , drama"
123135,"romance , drama"
123139,drama
123250,drama
123254,"comedy , music , romance"
123274,"drama , tv movie"
123278,"tv movie , drama"
123290,drama
123333,"drama , history , romance"
123339,"history , drama"
123345,"action , science fiction"
123371,"drama , romance"
123397,"adventure , animation , comedy , family"
123415,documentary
123421,"comedy , drama"
123439,"drama , tv movie"
123441,"action , crime , drama"
123518,"romance , drama , war"
123526,"drama , crime"
123559,"action , adventure"
123602,"drama , tv movie"
123607,"drama , tv movie"
123609,"science fiction , drama"
123617,"war , drama , tv movie"
123619,"drama , tv movie"
123625,"drama , music"
123629,"drama , tv movie"
123693,adventure
123709,music
123715,"comedy , crime , family , tv movie , horror"
123721,"romance , comedy"
123729,"music , comedy"
123755,"romance , drama"
123775,comedy
123798,"western , tv movie"
123800,comedy
123808,"romance , drama"
123810,"drama , western , history"
123830,drama
123838,drama
123850,
123860,"adventure , drama , romance"
123866,"romance , drama"
123870,action
123874,drama
123902,comedy
123913,"comedy , drama"
123925,"drama , romance"
123935,"drama , history , tv movie"
123939,"comedy , documentary"
123975,"drama , romance"
123989,"comedy , drama"
123995,drama
123999,"drama , mystery , comedy"
124007,"comedy , family"
124017,"action , adventure , drama"
124039,"adventure , crime , science fiction"
124095,"romance , comedy"
124103,western
124149,"action , drama"
124182,"drama , war"
124200,"romance , comedy"
124215,"war , drama"
124226,comedy
124243,
124255,comedy
124269,"mystery , drama , crime"
124364,"war , drama"
124366,"romance , drama , comedy"
124386,"crime , romance"
124388,"romance , comedy , drama"
124392,"comedy , music"
124400,horror
124408,western
124422,drama
124430,comedy
124464,documentary
124480,drama
124486,"drama , romance"
124496,"crime , drama , mystery"
124525,comedy
124531,crime
124548,music
124629,"comedy , drama"
124631,documentary
124639,"drama , comedy"
124645,"thriller , horror"
124659,"romance , drama"
124667,"drama , romance"
124733,science fiction
124737,"comedy , romance"
124765,"adventure , science fiction , romance"
124775,"drama , action , war , history"
124795,"drama , history , romance , war"
124833,"drama , war"
124869,"comedy , animation"
124921,drama
124937,drama
124963,comedy
124975,"mystery , drama"
125029,comedy
125079,"animation , comedy , action"
125091,"comedy , romance"
125127,"drama , war , history"
125159,"family , comedy , adventure , tv movie"
125211,"war , drama , history"
125233,"thriller , tv movie"
125273,"history , action , drama"
125275,documentary
125279,"music , romance"
125305,action
125325,comedy
125377,"western , comedy"
125385,"drama , comedy"
125423,western
125427,drama
125461,"comedy , romance"
125467,horror
125531,"comedy , romance"
125535,"comedy , action , horror"
125551,"family , comedy"
125561,"crime , comedy"
125571,drama
125574,"adventure , comedy"
125587,"science fiction , romance , tv movie"
125593,documentary
125601,"war , comedy"
125603,drama
125605,"war , drama"
125609,drama
125611,drama
125615,"war , drama , history"
125617,"drama , romance"
125632,
125640,drama
125642,"comedy , animation"
125646,drama
125650,
125652,"drama , action"
125700,"action , comedy , crime"
125833,"drama , family , western"
125840,"action , western"
125860,drama
125864,drama
125872,comedy
125876,comedy
125878,"comedy , music , romance"
125890,"drama , thriller , war"
125908,documentary
125910,"drama , history , romance"
125928,animation
125930,"music , documentary"
125934,"animation , family"
125942,comedy
125948,"animation , comedy , family"
125956,comedy
125958,
125980,
125984,"crime , drama , tv movie"
125994,animation
126000,documentary
126010,music
126022,comedy
126024,comedy
126026,drama
126028,"animation , family"
126034,"horror , comedy , animation"
126042,
126052,animation
126060,"animation , fantasy , war"
126062,comedy
126064,"comedy , animation"
126068,"comedy , drama , family , romance"
126074,"animation , comedy , family , horror , music"
126076,"romance , comedy"
126078,"drama , thriller"
126080,animation
126098,
126130,comedy
126168,comedy
126172,comedy
126176,"comedy , tv movie"
126186,comedy
126194,fantasy
126202,drama
126206,
126221,drama
126239,"thriller , drama"
126243,comedy
126245,documentary
126286,"comedy , romance"
126331,"drama , science fiction , tv movie , thriller"
126333,"science fiction , action"
126339,"drama , thriller"
126560,"comedy , drama , romance"
126593,drama
126721,"action , tv movie , crime , drama"
126731,comedy
126739,"family , comedy , romance"
126741,comedy
126759,drama
126789,drama
126793,"drama , comedy"
126795,drama
126797,
126917,documentary
126945,documentary
126949,"comedy , thriller"
126955,"drama , music"
126963,"documentary , drama"
126967,documentary
126973,documentary
126975,"drama , comedy"
126979,documentary
126985,"drama , crime"
126989,drama
126993,drama
126995,drama
126999,
127003,documentary
127005,documentary
127007,"comedy , drama"
127957,drama
127991,"comedy , drama"
128015,drama
128027,music
128047,drama
128069,western
128077,western
128079,western
128115,western
128131,"drama , thriller"
128193,drama
128219,drama
128237,drama
128243,drama
128253,"thriller , horror"
128295,history
128356,"crime , thriller , mystery , drama"
128373,western
128383,crime
128393,"crime , action"
128395,"crime , action"
128401,"crime , action"
128421,action
128431,drama
128433,thriller
128480,documentary
128492,adventure
128498,"thriller , mystery"
128500,"action , adventure"
128504,"thriller , crime"
128514,
128516,drama
128544,"drama , comedy"
128570,"romance , drama"
128590,family
128610,drama
128616,drama
128624,drama
128644,"war , comedy , family"
128667,"tv movie , crime"
128673,comedy
128686,"adventure , family"
128705,adventure
128727,"drama , romance"
128752,"drama , war"
128754,"drama , comedy"
128766,"thriller , history"
128780,"crime , drama"
128794,drama
128796,"drama , comedy"
128800,drama
128810,comedy
128816,"crime , thriller"
128818,comedy
128820,drama
128916,drama
129052,"drama , action , crime"
129056,comedy
129076,"comedy , drama , romance"
129078,romance
129185,"crime , drama"
129187,drama
129189,"comedy , documentary"
129193,drama
129211,thriller
129225,"drama , mystery"
129250,"comedy , action"
129524,drama
129530,documentary
129536,"thriller , action"
129651,documentary
129661,"mystery , drama , horror"
129663,comedy
129667,"music , documentary"
129677,"science fiction , action"
129683,crime
129689,thriller
129705,"comedy , documentary , drama"
129723,comedy
129733,"drama , music"
129755,"crime , drama"
129759,drama
129765,"action , crime"
129769,"crime , action"
129802,"drama , history"
129838,"tv movie , drama"
129847,drama
129849,
129851,documentary
129865,"crime , action"
129869,"mystery , thriller"
129871,drama
129875,"action , crime , drama"
129877,"horror , thriller"
129879,"crime , thriller"
129881,
129885,drama
129887,
129895,"thriller , horror"
129915,drama
129917,drama
129919,"fantasy , drama , horror"
129925,"comedy , drama"
129929,drama
129931,documentary
129943,"drama , romance"
129980,"adventure , action"
129986,"action , adventure , comedy , science fiction"
129996,"drama , crime"
130060,"drama , tv movie"
130089,"drama , romance"
130093,"comedy , romance"
130099,documentary
130144,comedy
130165,"comedy , music"
130178,mystery
130204,drama
130231,crime
130235,"drama , romance"
130237,"thriller , action"
130239,"drama , war"
130252,"mystery , comedy , crime"
130259,comedy
130280,"action , drama , romance"
130296,documentary
130298,"romance , comedy , drama"
130324,drama
130342,drama
130386,"science fiction , comedy , drama"
130410,"comedy , romance"
130430,drama
130432,drama
130446,documentary
130454,
130456,"drama , mystery , thriller"
130472,music
130500,"romance , comedy"
130502,drama
130532,drama
130552,"thriller , action , drama , tv movie"
130558,"tv movie , adventure , horror , thriller"
130620,drama
130652,action
130666,drama
130672,comedy
130690,comedy
130716,"science fiction , action"
130732,
130770,drama
130776,"drama , crime , mystery , thriller"
130810,"drama , crime"
130812,drama
130814,"thriller , action , horror"
130820,"action , crime"
130834,"comedy , drama"
130844,"drama , horror , thriller"
130846,"thriller , drama , mystery"
130852,documentary
130860,comedy
130866,comedy
130876,"history , war , drama"
130878,"comedy , thriller"
130882,"action , adventure , comedy"
130918,"comedy , drama , fantasy"
130932,comedy
130936,comedy
130946,comedy
130962,
130968,"drama , romance"
131021,comedy
131029,fantasy
131031,comedy
131078,
131108,animation
131172,drama
131186,drama
131198,drama
131209,"thriller , horror"
131223,"horror , science fiction"
131225,"drama , romance"
131260,"music , drama"
131276,"crime , horror , mystery , thriller , tv movie"
131280,"drama , tv movie , action"
131294,"war , action , comedy"
131300,thriller
131320,western
131361,"mystery , comedy , crime"
131371,drama
131391,"drama , comedy"
131415,"comedy , drama"
131427,"drama , romance"
131468,western
131524,drama
131536,
131538,documentary
131542,"horror , drama , fantasy"
131544,science fiction
131556,drama
131560,"comedy , thriller , drama"
131568,drama
131602,"science fiction , romance , comedy , family"
131606,"comedy , music , tv movie"
131632,comedy
131642,comedy
131648,"drama , romance"
131654,
131672,comedy
131678,comedy
131702,comedy
131708,comedy
131755,
131763,comedy
131771,comedy
131775,"history , documentary"
131777,comedy
131779,comedy
131792,comedy
131808,drama
131810,comedy
131838,
131844,comedy
131846,"romance , comedy"
131864,comedy
131876,comedy
131878,
131900,comedy
131916,comedy
131922,drama
131952,comedy
131962,"comedy , drama , tv movie"
131968,"comedy , romance"
131990,comedy
131996,comedy
132016,comedy
132034,"crime , comedy"
132062,documentary
132070,"documentary , tv movie"
132082,
132084,romance
132088,western
132098,western
132116,"crime , action , drama"
132155,"drama , comedy"
132171,documentary
132206,"drama , crime"
132226,music
132247,"drama , action"
132264,western
132266,"drama , history"
132282,"drama , romance"
132284,music
132288,"mystery , comedy , horror"
132298,documentary
132305,"western , mystery"
132307,"drama , comedy , romance"
132370,"animation , horror"
132379,
132392,"romance , drama"
132394,"comedy , drama"
132406,"adventure , thriller"
132438,"drama , romance"
132448,"tv movie , action , crime , drama"
132516,"drama , horror"
132606,drama
132622,drama
132666,documentary
132699,"war , comedy , romance"
132707,adventure
132713,"drama , crime"
132729,"comedy , western"
132733,"drama , action"
132760,"drama , comedy"
132764,drama
132766,comedy
132768,drama
132774,"drama , comedy , tv movie"
132776,"drama , comedy"
132806,"action , crime"
132810,drama
132816,"romance , drama"
132834,drama
132836,"drama , thriller"
132852,"comedy , thriller"
132860,drama
132866,crime
132868,crime
132879,documentary
132886,"romance , comedy"
132890,"documentary , drama , family"
132892,"drama , comedy"
132896,documentary
132932,"romance , drama"
132948,romance
132952,"action , drama"
132981,
133051,"action , war"
133053,"action , war"
133055,"adventure , action"
133057,comedy
133067,"thriller , action , crime"
133073,"action , crime"
133075,"thriller , action , crime"
133081,"action , thriller , crime"
133097,"drama , romance , thriller"
133105,western
133197,documentary
133201,comedy
133211,music
133229,drama
133243,documentary
133264,"comedy , drama"
133297,documentary
133299,documentary
133321,documentary
133341,"thriller , drama"
133395,drama
133409,
133427,"drama , thriller"
133433,"western , comedy"
133473,"adventure , family"
133483,"action , comedy"
133493,"comedy , adventure , science fiction"
133501,thriller
133509,documentary
133519,comedy
133557,drama
133565,"comedy , drama"
133585,"comedy , crime"
133598,"romance , comedy"
133606,history
133616,"drama , war"
133628,western
133630,drama
133640,"romance , western"
133677,
133701,"drama , thriller , science fiction"
133714,"western , horror , animation"
133718,drama
133727,"drama , family"
133743,"drama , comedy"
133765,"romance , comedy"
133828,"thriller , drama , action , tv movie"
133835,"comedy , documentary"
133849,"history , drama"
133889,"music , fantasy , comedy"
133900,comedy
133904,"romance , music"
133943,action
133953,"drama , western , comedy"
133966,"comedy , romance"
133984,"crime , drama , thriller"
133992,
134002,comedy
134009,"romance , comedy , music"
134011,"comedy , drama , romance"
134025,
134037,"drama , romance"
134053,comedy
134057,comedy
134063,western
134065,western
134075,drama
134097,comedy
134107,"drama , romance"
134113,"comedy , action"
134142,"drama , horror"
134192,"comedy , music"
134216,drama
134220,music
134224,"drama , crime"
134240,"drama , romance"
134254,"music , comedy"
134256,"comedy , crime , tv movie"
134266,"crime , thriller"
134280,comedy
134284,drama
134294,thriller
134296,comedy
134312,drama
134328,comedy
134330,"drama , romance"
134340,"action , thriller"
134346,"crime , thriller , mystery"
134356,"drama , family"
134405,comedy
134407,comedy
134411,comedy
134413,comedy
134415,"fantasy , comedy"
134425,comedy
134429,comedy
134491,comedy
134497,comedy
134501,"thriller , horror"
134503,"comedy , horror"
134507,drama
134542,"crime , drama , thriller , tv movie"
134571,"action , drama , crime"
134591,documentary
134595,drama
134627,"adventure , family"
134761,drama
134810,drama
134817,animation
134835,"science fiction , adventure , action"
134840,
134857,drama
134861,comedy
134896,comedy
134906,western
134908,"comedy , western"
134910,"western , mystery"
134929,drama
134931,drama
134965,
134967,"crime , drama"
134969,"romance , comedy"
134973,"romance , comedy"
134981,"comedy , drama"
134997,comedy
135005,comedy
135009,comedy
135039,comedy
135049,"music , documentary"
135057,"fantasy , comedy , drama"
135061,"drama , history"
135065,"comedy , drama"
135073,comedy
135077,drama
135079,comedy
135083,comedy
135087,comedy
135105,comedy
135129,"drama , thriller"
135196,thriller
135202,
135224,drama
135254,"drama , comedy"
135276,"comedy , family , tv movie"
135300,"comedy , drama"
135310,"comedy , drama"
135336,"comedy , horror"
135352,"western , comedy"
135354,"comedy , western"
135362,"war , comedy"
135370,comedy
135392,"horror , comedy"
135400,comedy
135414,
135416,documentary
135460,"animation , documentary"
135488,"tv movie , comedy , family , fantasy , horror"
135492,drama
135539,"thriller , romance , science fiction"
135561,"drama , tv movie"
135573,documentary
135575,"comedy , drama"
135581,"horror , tv movie"
135583,horror
135611,"comedy , romance , tv movie"
135641,comedy
135643,"horror , thriller"
135645,"mystery , thriller , romance , tv movie"
135663,"history , comedy , adventure"
135667,comedy
135691,action
135721,"tv movie , drama , crime , thriller"
135731,"romance , action , thriller"
135733,
135737,drama
135771,action
135773,"action , crime"
135775,"action , crime , drama"
135783,"action , drama , romance"
135799,"romance , drama"
135819,
135821,action
135891,"comedy , crime , thriller"
135895,"comedy , drama"
135917,comedy
135921,"drama , romance"
135935,
136056,comedy
136074,"fantasy , comedy , science fiction"
136082,"drama , comedy"
136090,comedy
136102,comedy
136104,drama
136108,comedy
136148,"romance , comedy , drama"
136206,"comedy , action"
136241,comedy
136275,comedy
136277,comedy
136283,comedy
136285,comedy
136311,"tv movie , adventure , comedy , romance"
136371,"drama , family , comedy , tv movie"
136375,"drama , thriller"
136381,drama
136395,drama
136401,"drama , history"
136411,drama
136415,"comedy , drama , war"
136421,"drama , thriller"
136453,animation
136481,animation
136524,horror
136526,action
136560,
136566,"science fiction , drama"
136570,comedy
136590,"tv movie , adventure , comedy , family"
136592,"comedy , family , fantasy , tv movie"
136606,documentary
136610,drama
136630,
136706,documentary
136710,
136736,"war , drama"
136742,comedy
136746,"comedy , drama"
136772,"romance , fantasy"
136774,"romance , comedy , drama"
136824,
136832,drama
136836,"drama , romance"
136842,"drama , science fiction"
136844,"action , drama , comedy"
136866,drama
136872,"horror , comedy"
136874,"drama , music"
136876,"adventure , drama"
136878,
136880,drama
136886,
136966,"drama , tv movie"
136970,"comedy , romance , drama"
136992,"drama , tv movie"
136994,
137004,"science fiction , drama"
137030,
137034,"drama , tv movie"
137056,"horror , drama , tv movie"
137082,drama
137084,drama
137104,"western , tv movie"
137120,"drama , comedy"
137148,drama
137162,"comedy , drama"
137166,"crime , drama , mystery"
137180,drama
137188,"drama , tv movie"
137240,
137242,comedy
137270,drama
137276,"crime , mystery , drama"
137284,"music , documentary"
137292,
137296,"drama , crime"
137303,animation
137333,"drama , comedy"
137335,drama
137361,"drama , fantasy , mystery"
137369,drama
137375,
137419,"tv movie , drama , romance"
137437,"drama , war"
137451,"thriller , tv movie"
137453,"drama , comedy"
137482,"comedy , romance"
137488,"horror , comedy"
137496,documentary
137572,drama
137574,documentary
137576,documentary
137579,"drama , fantasy"
137583,
137585,
137587,
137589,"tv movie , science fiction"
137591,"mystery , crime , thriller , tv movie"
137624,"drama , romance"
137644,"comedy , crime , drama"
137648,comedy
137660,comedy
137662,drama
137666,"documentary , history"
137678,"drama , tv movie"
137741,
137771,drama
137803,"action , crime , mystery , thriller"
137829,"action , romance , science fiction"
137833,"horror , thriller"
137845,drama
137851,"drama , romance , tv movie"
137873,
137875,comedy
137887,comedy
137893,comedy
137920,"crime , thriller"
137934,"crime , horror , thriller"
137940,"comedy , drama"
137954,"crime , drama , tv movie"
137956,thriller
137962,
137966,"comedy , fantasy , romance"
137972,drama
137990,"mystery , thriller"
137994,
138008,"romance , comedy , drama"
138024,music
138026,"music , documentary"
138042,"drama , horror"
138098,
138114,"crime , drama"
138120,"horror , thriller"
138140,thriller
138180,
138192,"drama , mystery"
138198,comedy
138218,"crime , thriller"
138228,
138266,"tv movie , thriller , drama"
138294,comedy
138296,
138310,comedy
138314,comedy
138316,
138322,"drama , comedy"
138324,
138332,drama
138340,comedy
138348,
138354,"comedy , romance , drama"
138358,drama
138382,"drama , comedy"
138386,"drama , tv movie"
138398,drama
138442,"history , drama , adventure"
138452,"family , drama"
138456,"romance , drama , comedy"
138464,drama
138470,"comedy , drama"
138474,drama
138484,"comedy , romance"
138502,
138518,"thriller , crime , mystery"
138656,"drama , history"
138719,documentary
138730,"western , adventure"
138740,"thriller , horror"
138776,horror
138782,thriller
138802,"action , drama"
138848,"romance , drama , tv movie"
138863,music
138885,crime
138894,comedy
138954,music
138988,horror
139002,horror
139044,drama
139050,documentary
139076,"history , drama , war"
139078,"history , drama , war"
139104,documentary
139112,
139122,animation
139126,drama
139142,"tv movie , music"
139175,comedy
139177,"comedy , romance"
139189,"action , crime"
139191,"action , thriller , crime"
139197,drama
139199,"adventure , war"
139203,drama
139251,"comedy , drama"
139267,thriller
139301,horror
139335,"comedy , drama , family , tv movie"
139349,"thriller , horror"
139375,drama
139401,drama
139407,documentary
139423,"drama , crime , tv movie"
139459,horror
139477,horror
139499,"romance , drama"
139545,"thriller , drama , horror"
139547,music
139563,thriller
139569,
139592,"family , fantasy , drama"
139596,documentary
139618,animation
139651,"thriller , tv movie"
139665,drama
139669,drama
139683,"thriller , tv movie"
139693,"drama , family , tv movie"
139699,"horror , thriller"
139735,comedy
139737,"war , mystery"
139763,drama
139765,"drama , comedy"
139793,"romance , crime , drama"
139845,
139847,"drama , comedy"
139849,drama
139851,
139853,drama
139867,"horror , crime , drama"
139877,"crime , drama"
139928,drama
139940,drama
139958,"drama , horror , thriller"
139978,comedy
139986,comedy
139992,comedy
140002,comedy
140004,comedy
140006,comedy
140026,comedy
140046,comedy
140048,comedy
140070,"comedy , drama"
140121,family
140129,"drama , thriller"
140142,drama
140144,drama
140164,
140166,comedy
140176,"comedy , drama , family"
140200,
140206,"romance , comedy"
140233,"comedy , drama , animation"
140327,drama
140335,"crime , drama , action"
140363,"animation , adventure , comedy , tv movie"
140375,comedy
140379,"drama , tv movie"
140387,drama
140389,"tv movie , western"
140399,
140427,"drama , tv movie"
140431,"family , drama"
140443,"tv movie , comedy"
140455,"history , drama , tv movie"
140461,"drama , family , tv movie"
140465,"tv movie , action , mystery"
140467,tv movie
140471,"tv movie , action , crime , mystery"
140479,drama
140487,tv movie
140509,family
140531,"animation , adventure"
140545,animation
140549,documentary
140577,"documentary , history , war"
140587,western
140593,"comedy , science fiction"
140597,"history , drama"
140605,"family , adventure , drama"
140615,documentary
140623,documentary
140639,"mystery , family , tv movie"
140667,crime
140685,"crime , thriller"
140697,drama
140703,science fiction
140731,drama
140753,"romance , comedy , drama"
140763,music
140765,crime
140775,drama
140874,"adventure , family"
140920,"drama , thriller"
140964,"drama , history , thriller"
140988,drama
140994,drama
141014,documentary
141020,comedy
141042,comedy
141048,action
141068,"comedy , crime , mystery"
141090,comedy
141096,
141118,"comedy , romance"
141162,"comedy , drama , thriller"
141170,"action , adventure , drama"
141207,documentary
141292,"action , drama , thriller"
141297,
141301,"family , adventure , fantasy"
141305,"comedy , crime"
141323,"comedy , romance"
141343,"music , crime , drama"
141355,"drama , fantasy"
141377,thriller
141379,science fiction
141381,"crime , action , drama"
141387,"crime , action"
141389,"comedy , drama , science fiction"
141406,"drama , thriller"
141436,"comedy , drama"
141442,
141444,"drama , mystery , romance"
141458,
141466,drama
141470,
141472,documentary
141489,music
141507,"thriller , action"
141532,drama
141558,documentary
141580,"drama , fantasy , war"
141598,
141612,"comedy , drama , romance"
141638,comedy
141654,"drama , thriller , horror"
141664,war
141674,"comedy , drama , romance"
141682,documentary
141696,"thriller , horror , war"
141745,"drama , crime"
141747,
141765,drama
141779,comedy
141858,"comedy , science fiction"
141872,drama
141882,"comedy , drama , tv movie"
141894,documentary
141900,drama
141936,horror
141940,"family , animation , action , adventure , fantasy , science fiction"
141948,"drama , music"
141990,"drama , war , romance"
142000,western
142002,"thriller , crime , drama"
142034,"tv movie , documentary"
142038,history
142042,documentary
142046,drama
142098,"tv movie , crime , drama , history"
142128,"mystery , comedy"
142142,"documentary , drama , war"
142144,"fantasy , comedy"
142214,
142308,"crime , comedy"
142378,"drama , crime"
142394,"action , adventure"
142400,comedy
142432,comedy
142434,drama
142460,thriller
142464,crime
142490,drama
142494,"drama , tv movie"
142496,"comedy , drama , tv movie"
142517,
142544,comedy
142548,"drama , comedy"
142556,drama
142572,"tv movie , comedy , family"
142610,
142612,drama
142614,thriller
142616,drama
142620,thriller
142687,"music , comedy"
142714,comedy
142723,music
142748,horror
142795,"drama , music"
142801,"drama , comedy , thriller"
142825,"drama , romance"
142837,"comedy , romance"
142901,drama
142911,"romance , comedy"
142913,"comedy , drama , music"
142937,"horror , mystery , thriller"
142959,"comedy , drama"
142977,
142979,"comedy , fantasy , thriller , crime"
142987,"drama , history"
142995,"war , drama"
143007,"drama , family"
143013,comedy
143043,"thriller , drama , mystery"
143059,music
143067,documentary
143096,drama
143101,drama
143103,"documentary , tv movie"
143108,romance
143133,"western , romance , tv movie"
143150,"drama , tv movie"
143152,music
143156,"comedy , drama , romance"
143158,drama
143162,"drama , romance"
143201,drama
143205,"horror , comedy"
143211,comedy
143217,"drama , comedy"
143221,comedy
143235,"tv movie , drama , family"
143259,action
143283,"drama , documentary , adventure"
143285,drama
143301,drama
143303,drama
143305,"comedy , drama"
143329,"crime , drama"
143333,music
143408,
143410,"war , drama , thriller , action"
143420,comedy
143426,"tv movie , romance , drama , family"
143434,"comedy , romance , drama"
143454,drama
143460,
143480,comedy
143492,
143494,
143521,
143539,
143541,documentary
143551,"comedy , drama , tv movie"
143565,"history , drama"
143619,"crime , drama , history"
143697,"animation , family"
143701,
143709,
143711,"documentary , drama"
143727,"drama , romance"
143739,drama
143747,drama
143761,drama
143783,comedy
143791,"comedy , crime"
143803,"comedy , crime , drama"
143809,comedy
143811,adventure
143815,"romance , comedy"
143825,drama
143851,comedy
143855,documentary
143912,"romance , comedy , drama"
143923,western
143972,drama
143996,"tv movie , crime , drama"
144017,"comedy , romance"
144025,"comedy , drama , romance"
144027,"adventure , drama"
144054,"action , thriller"
144078,drama
144080,"drama , crime"
144102,comedy
144110,"history , drama"
144112,documentary
144124,"drama , romance"
144142,drama
144144,drama
144158,horror
144166,"drama , tv movie"
144178,
144180,
144204,"drama , comedy"
144236,drama
144256,"thriller , comedy , crime"
144258,"crime , comedy"
144284,"drama , horror , thriller"
144314,"action , drama , thriller"
144442,"mystery , crime , thriller"
144528,
144602,"science fiction , action , comedy , adventure"
144630,"drama , mystery"
144652,music
144674,"family , adventure"
144680,"drama , fantasy , mystery"
144684,"comedy , drama , family , fantasy , mystery"
144720,
144726,drama
144732,"comedy , horror , mystery"
144740,comedy
144742,documentary
144772,drama
144804,"action , drama , war"
144820,"comedy , drama , music"
144830,"drama , crime"
144832,"drama , music"
144846,"adventure , history"
144882,
144884,"western , comedy"
144888,adventure
144912,"action , crime , drama"
144916,"drama , family , war"
144952,"tv movie , crime , action"
144990,
144998,western
145006,horror
145036,drama
145040,drama
145074,"fantasy , adventure , tv movie , comedy"
145106,"drama , romance"
145118,documentary
145122,
145124,drama
145148,"science fiction , tv movie , action , comedy"
145154,"drama , mystery , thriller"
145156,"crime , mystery , thriller , tv movie"
145320,drama
145322,"adventure , action"
145366,"action , adventure"
145370,drama
145392,"drama , romance"
145416,"romance , drama"
145424,comedy
145436,western
145438,"western , comedy"
145440,"western , adventure , comedy"
145450,comedy
145472,"mystery , thriller , crime , horror"
145548,"comedy , adventure"
145562,comedy
145620,"adventure , fantasy"
145638,"history , drama"
145650,"drama , thriller"
145676,"action , adventure , comedy"
145686,"horror , thriller"
145698,comedy
145714,history
145718,"crime , thriller , mystery , horror"
145720,comedy
145735,thriller
145749,drama
145779,western
145805,"thriller , horror"
145809,"horror , adventure , comedy , thriller , action"
145811,"romance , drama"
145813,drama
145815,drama
145817,"action , horror"
145825,"drama , history"
145827,adventure
145833,
145835,comedy
145851,comedy
145855,"horror , thriller"
145861,
145873,"drama , crime"
145875,comedy
